changeID,project,insertions,deletions,accountID,verified
0,337275,openstack-dev/ci-sandbox,1,0,21976
1,276669,openstack/fuel-plugin-neutron-fwaas,36,38,19561
0,347324,openstack-dev/ci-sandbox,1,0,22495
1,375547,openstack/sahara-tests,2,0,13919
1,412771,openstack/nova,32,5,19102
0,336848,openstack-dev/ci-sandbox,1,0,21976
0,409389,openstack-dev/ci-sandbox,0,0,22656
0,434514,openstack/nova,697,10,8768
0,347311,openstack-dev/ci-sandbox,1,0,22495
1,303647,openstack/python-swiftclient,101,14,15343
0,401009,openstack/nova,25,1,18339
0,321410,openstack-dev/ci-sandbox,1,0,18741
0,390835,openstack-dev/sandbox,1,0,23991
1,457507,openstack/releases,4,0,12404
1,451769,openstack/tempest,1,1,1921
1,431914,openstack/heat,9,14,21511
1,438293,openstack/blazar,109,32,15197
0,391778,openstack/nova,42,1,1653
1,449177,openstack/storlets,2,0,11317
1,458763,openstack/charm-lxd,79,27,20634
1,445425,openstack/group-based-policy,48,0,21170
0,343466,openstack-dev/ci-sandbox,1,0,22495
0,346301,openstack-dev/ci-sandbox,1,0,22495
0,271047,openstack/nova,65,6,9562
0,323282,openstack-dev/ci-sandbox,2,1,21976
0,306087,openstack/rally,1235,0,14541
1,458959,openstack/tripleo-heat-templates,8,0,6924
1,458848,openstack/nova,5,5,7730
0,447955,openstack/fuel-web,43,2,10443
1,445838,openstack/cloudkitty,1,1,15917
1,436802,openstack-infra/zuul,21,45,16068
0,337340,openstack-dev/ci-sandbox,1,0,21976
0,346307,openstack-dev/ci-sandbox,1,0,22495
1,396686,openstack/fuel-library,5,13,18805
1,459104,openstack/python-vitrageclient,3,0,19134
0,338170,openstack-dev/ci-sandbox,1,0,22495
0,336384,openstack-dev/ci-sandbox,1,0,21976
0,211132,openstack/rally,138,0,1687
0,336868,openstack-dev/ci-sandbox,2,0,21976
1,341730,openstack-dev/sandbox,3,0,11196
1,384722,openstack-infra/puppet-bandersnatch,60,5,9624
1,458824,openstack/compute-hyperv,1,1,11131
1,457021,openstack/python-cinderclient,30,0,2243
0,446241,openstack/nova,78,65,4393
1,450021,openstack/tripleo-common,224,0,18575
0,338652,openstack-dev/sandbox,1,0,22632
1,445504,openstack/nova,127,130,25050
0,355091,openstack/nova,457,58,4690
0,347327,openstack-dev/ci-sandbox,1,0,22495
1,303154,openstack/python-cueclient,11,11,11131
1,429478,openstack/fuel-docs,4,4,22104
1,151600,openstack/stacktach,125,8,11732
1,359582,openstack/ironic,10,6,15471
1,444168,openstack/fuel-library,6,5,16771
1,446200,openstack-infra/elastic-recheck,2,0,11628
1,454263,openstack-infra/storyboard,10,0,16960
1,449134,openstack/ironic,63,4,18320
1,434781,openstack/python-novaclient,3,4,6062
1,457412,openstack/networking-ovn,2,314,9656
1,330326,openstack-infra/puppet-openstackci,4,1,14039
0,347347,openstack-dev/ci-sandbox,1,0,22495
0,442211,openstack/nova,13,9,4393
1,288158,openstack/python-heatclient,7,3,11832
0,390145,openstack/rally,215,1,23435
1,453242,openstack/gnocchi,37,28,6537
1,440717,openstack/ironic,1,2,6637
0,458712,openstack/rally,7,6,24269
1,265613,openstack/python-cloudkittyclient,3,1,20071
0,400384,openstack/nova,8,10,10135
0,338148,openstack-dev/ci-sandbox,1,0,21976
0,347108,openstack-dev/ci-sandbox,1,0,22495
1,439960,openstack/nova,40,6,17922
1,430045,openstack/python-zunclient,3,3,15905
1,310620,openstack/steth,1,1,12906
1,416586,openstack-infra/zuul,13,4,24708
1,363533,openstack-infra/puppet-os_client_config,345,2,14348
0,449818,openstack/nova,56,8,12408
1,448397,openstack/glance,1,1,25456
1,363765,openstack/keystone-specs,239,0,13478
0,316563,openstack-dev/ci-sandbox,0,5,21817
1,454754,openstack/tripleo-heat-templates,97,0,21626
0,338590,openstack-dev/ci-sandbox,1,1,21990
1,299660,openstack/bifrost,81,0,6488
0,426673,openstack/fuel-ccp-mariadb,9,1,17214
1,447409,openstack/tripleo-quickstart,15,3,6926
0,308444,openstack/rally,31,12,17523
1,426701,openstack/fuel-qa,156,30,9588
1,397958,openstack-infra/git-review,2,2,6987
0,316571,openstack-dev/ci-sandbox,1,1,21817
0,429153,openstack/nova,7,6,15888
0,411543,openstack/nova,145,34,4690
0,343456,openstack-dev/ci-sandbox,1,0,22495
0,343329,openstack-dev/ci-sandbox,1,0,22495
0,336859,openstack-dev/ci-sandbox,1,0,21976
0,337658,openstack-dev/ci-sandbox,1,0,21976
0,418939,openstack/fuel-ccp,5,1,12039
1,439253,openstack/tempest,161,21,6167
0,376288,openstack/rally,96,1,23435
1,413406,openstack/networking-midonet,103,0,8837
1,412841,openstack/horizon,2,1,23719
1,450266,openstack/nova,14,8,15334
0,346320,openstack-dev/ci-sandbox,1,0,22495
1,451445,openstack-infra/tripleo-ci,9,3,6928
1,438214,openstack/liberasurecode,71,71,15343
1,444046,openstack/ironic-specs,188,0,23883
1,445809,openstack/fuel-docs,6,6,23402
1,406402,openstack/tripleo-image-elements,1,0,14985
0,412033,openstack-dev/ci-sandbox,0,0,23729
0,364135,openstack/fuel-agent,4,4,18455
0,363825,openstack/fuel-web,12,0,14007
1,316540,openstack/cinder-specs,386,0,15100
0,395545,openstack-dev/ci-sandbox,1,2,18695
1,364372,openstack/horizon,3,2,6763
0,338935,openstack-dev/ci-sandbox,1,0,22495
1,412397,openstack/ironic,622,111,14250
1,446695,openstack/puppet-qdr,32,1,9257
0,335836,openstack-dev/ci-sandbox,1,0,21976
0,316586,openstack-dev/ci-sandbox,5,1,21817
0,337871,openstack-dev/ci-sandbox,1,0,21976
1,394670,openstack-infra/puppet-grafyaml,2,1,4146
0,437937,openstack-dev/devstack,4,1,2750
